,name,title,company_ticker,source
17141,Dominique Netter,Independent Director,PEUG,investing
17142,Johan Ranhog,Employee Representative Director,ALFA,investing
17143,Helene Mellquist,Independent Director,ALFA,investing
17144,Mauro Paoloni,Deputy Vice-Chairman,BAMI,investing
17145,Ray Mauritsson,Independent Director,ALFA,investing
17146,Luce Gendry,Independent Director,PEUG,investing
17147,Manuela Soffientini,Director,BAMI,investing
17148,Marie-Françoise Walbaum,Independent Director,PEUG,investing
17149,Giuseppe Castagna,CEO & Director,BAMI,investing
17150,Thibault de Tersant,Independent Director,PEUG,investing
17151,Marcello Priori,Chairman of Board of Statutory Auditors,BAMI,investing
17152,Frank Paul Rushbrook,Non-Executive Director,PNL,investing
17153,Pascaline Peugeot de Dreuzy,Director,PEUG,investing
17154,Richard David Jackson,Independent Non-Executive Director,AGES,investing
17155,Guy J. de Selliers de Moranville,Non-Executive Vice Chairman of the Board,AGES,investing
17156,Mario Anolli,Director,BAMI,investing
17157,Yvonne Lang Ketterer,Independent Non-Executive Director,AGES,investing
17158,Stuart Watson Paul,Non-Executive Director,PNL,investing
17159,Gavin Mark Rochussen,CEO & Executive Director,POLR,investing
17160,Lionel Perl,Independent Non-Executive Director,AGES,investing
17161,Jane Murphy,Independent Non-Executive Director,AGES,investing
17162,Ibrahim Ouassari,Director,PROX,investing
17163,Armand Peugeot,Director,PEUG,investing
17164,Jan H. J. Zegering Hadders,Independent Non-Executive Director,AGES,investing
17165,Bart De Smet,Executive Chairman of the Board,AGES,investing
17166,Marta Schorling Andreen,Independent Director,HPOLb,investing
17167,Massimo Tononi,Chairman of the Board,BAMI,investing
17168,Robin Angus,Executive Director,PNL,investing
17169,Christophe Boizard,CFO & Executive Director,AGES,investing
17170,Brian Jonathan David Ashford-Russell,Founder & Non-Executive Director,POLR,investing
17171,Sophie Banzet-Berets,Director,PEUG,investing
17172,Isabelle Santens,Director,PROX,investing
17173,Filip Andre Lodewijk Coremans,MD of Asia & Executive Director,AGES,investing
17174,Jan-Anders E. Månson,Independent Director,HPOLb,investing
17175,Hamish N. Buchan,Chairman,PNL,investing
17176,Emmanuel Van Grimbergen,Chief Risk Officer & Executive Director,AGES,investing
17177,David John Lamb,Independent Chairman,POLR,investing
17178,Hans J. J. De Cuyper,CEO & Executive Director,AGES,investing
17179,Antonio Cano Y Bosque,MD of Europe & Executive Director,AGES,investing
17180,Catherine Vandenborre,Independent Director,PROX,investing
17181,Sonali Chandmal,Independent Non-Executive Director,AGES,investing
17182,Gordon Joseph Neilly,Non-Executive Director,PNL,investing
17183,Alf Goransson,Independent Chairman,HPOLb,investing
17184,Robert Bovet,Director of Polar Capital Funds Plc,POLR,investing
17185,Lucrezia A. Reichlin,Independent Non-Executive Director,AGES,investing
17186,Katleen Vandeweyer,Independent Non-Executive Director,AGES,investing
17187,David John Ogilvie Cruickshank,Independent Non-Executive Director,JUP,investing
17188,Jean-Michel Chatagny,Independent Non-Executive Director,AGES,investing
17189,Martine Durez,Director,PROX,investing
17190,James Michael Beale Cayzer-Colvin,Non-Executive Director,POLR,investing
17191,Paul Read,Non-Executive Director,PNL,investing
17192,Gun Nilsson,Independent Director,HPOLb,investing
17193,Wayne Mepham,Executive Director & CFO,JUP,investing
17194,John Bradbury Mansell,Executive Director,POLR,investing
17195,Joachim Sonne,Independent Director,PROX,investing
17196,Malin Persson,Independent Director,HPOLb,investing
17197,Jean Mary Sharp,Non-Executive Director,PNL,investing
17198,Winifred Elsie Robbins,Independent Non-Executive Director,POLR,investing
17199,Nichola Pease,Independent Non-Executive Chair of the Board,JUP,investing
17200,Peter Jonathan Harris,CFO & Executive Director,NFC,investing
17201,Pierre De Muelenaere,Independent Director,PROX,investing
17202,Kerstin Lindell,Independent Director,HPOLb,investing
17203,Samir Ayub,Group Finance Director & Executive Director,POLR,investing
17204,Christopher Graham Parkin,Non Executive Director,JUP,investing
17205,Robyn Perriss,Independent Non-Executive Director,NFC,investing
17206,Agnes Touraine,Independent Director,PROX,investing
17207,Alexa Jane Coates,Independent Non-Executive Director,POLR,investing
17208,Atle Tranoy,Employee Representative Director,AKER,investing
17209,Polly Ann Williams,Independent Non-Executive Director,JUP,investing
17210,Helen Sarah Hunter,Independent Non-Executive Director,NFC,investing
17211,Frank Ove Reite,Deputy Chairman,AKER,investing
17212,Martin De Prycker,Independent Director,PROX,investing
17213,Sofie Valdersnes,Employee Representative Director,AKER,investing
17214,Andrew John Shirley Ross,Independent Non-Executive Director,POLR,investing
17215,Arnfinn Stenso,Employee Representative Director,AKER,investing
17216,Kristin Margrethe Krohn Devold,Director,AKER,investing
17217,Karl Stephen Sternberg,Independent Non-Executive Director,JUP,investing
17218,Penelope Ladkin-Brand,Independent Non-Executive Chairman,NFC,investing
17219,Laura Anne Ahto,Non-Executive Director,POLR,investing
17220,Guillaume Boutin,"CEO, MD & Director",PROX,investing
17221,Karen Jo Simon,Director,AKER,investing
17222,Robert L. Wood,Independent Director,LINI,investing
17223,Bernt Harald Kilnes,Deputy Employee Representative of the Board,AKER,investing
17224,Larry D. McVay,Independent Director,LINI,investing
17225,Kjell Inge Rokke,Owner & Chairman,AKER,investing
17226,Roger Phillip Yates,Senior Independent Director,JUP,investing
17227,Amanda Jane Burton,Independent Non-Executive Director,CSPC,investing
17228,Stephen F. Angel,CEO & Director,LINI,investing
17229,Timothy John Bruce Dyson,CEO & Executive Director,NFC,investing
17230,Karel de Gucht,Director,PROX,investing
17231,Edward G. Galante,Independent Director,LINI,investing
17232,Andrew James Formica,CEO & Director,JUP,investing
17233,Nance K. Dicciani,Independent Director,LINI,investing
17234,Paul Van de Perre,Director,PROX,investing
17235,Martin H. Richenhagen,Independent Director,LINI,investing
17236,Iain McPherson,Group Chief Executive & Executive Director,CSPC,investing
17237,Franz Fehrenbach,Independent Director,LINI,investing
17238,Wolfgang H. Reitzle,Independent Chairman,LINI,investing
17239,Ann-Kristin Achleitner,Independent Director,LINI,investing
17240,Dale Jane Murray,Independent Non-Executive Director,JUP,investing
17241,Stefaan De Clerck,Chairman,PROX,investing
17242,Victoria E. Ossadnik,Independent Director,LINI,investing
17243,Clemens A. H. Boersig,Independent Director,LINI,investing
17244,William Simon Townsend,Independent Non-Executive Director,CSPC,investing
17245,Thomas Enders,Independent Director,LINI,investing
17246,Alberto Weisser,Director,LINI,investing
17247,Catherine Rutten,Independent Director,PROX,investing
17248,Josef Kaeser,Director,LINI,investing
17249,Claude Gendron,Director,GFCP,investing
17250,Michael I. Scott,Group CFO & Executive Director,CSPC,investing
17251,Ines Reinmann Toper,Independent Director,GFCP,investing
17252,Sally Morgan,Independent Non-Executive Director,CSPC,investing
17253,Luc Van den hove,Independent Director,PROX,investing
17254,Andrew Everard Martin Smith,Non-Executive Director,TRG,investing
17255,Jerome Brunel,Independent Chairman of the Board,GFCP,investing
17256,Jacques-Yves Nicol,Independent Director,GFCP,investing
17257,Karim Habra,Director,GFCP,investing
17258,Douglas M. Hurt,Senior Independent Non-Executive Director,CSPC,investing
17259,Carole Le Gall,Observer,GFCP,investing
17260,Gabrielle Gauthey,Independent Director,GFCP,investing
17261,Jean-Jacques Duchamp,Director,GFCP,investing
17262,Paul Masterton,Senior Independent Director,3IN,investing
17263,Alexander Mettenheimer,Non-Executive Director,TRG,investing
17264,Laurence Danon-Arnaud,Independent Director,GFCP,investing
17265,Brunello Cucinelli,Executive Chairman,BCU,investing
17266,Bernard Carayon,Independent Director,GFCP,investing
17267,John W. Martin,Independent Non Executive Chairman,CSPC,investing
17268,Mahkameh Brunel,CEO & Director,GFCP,investing
17269,Dominique Dudan – Deloche de Noyelle,Independent Director,GFCP,investing
17270,Hermann Anton Wagner,Independent Supervisory Board Member,ARLG,investing
17271,Ian Matthew Lobley,Non-Executive Director,3IN,investing
17272,Anna Chiara Svelto,Lead Independent Director,BCU,investing
17273,Audley William Twiston-Davies,Chairman,TRG,investing
17274,Thomas Hawel,Employee Representative Supervisory Board Member,ARLG,investing
17275,Richard Laing,Non-Executive Chairman,3IN,investing
17276,Andrea Pontremoli,Independent Director,BCU,investing
17277,Simona Heidempergher,Non-Executive Director,TRG,investing
17278,Hans-Dietrich Voigtlander,Independent Supervisory Board Member,ARLG,investing
17279,Douglas Bannister,Independent Non-Executive Director,3IN,investing
17280,Karen Lykke Sorensen,Independent Director,VITR,investing
17281,Lars Erik Holmqvist,Independent Director,VITR,investing
17282,Ramin Arani,Independent Director,BCU,investing
17283,Henrik Blomquist,Independent Director,VITR,investing
17284,Pia Marions,Independent Director,VITR,investing
17285,Jana Brendel,Independent Member of the Supervisory Board,ARLG,investing
17286,Dominic Blakemore,Non-Executive Director,LSEG,investing
17287,Samantha Hoe-Richardson,Independent Non-Executive Director,3IN,investing
17288,Christopher Michael Casey,Non-Executive Director,TRG,investing
17289,Jon Sigurdsson,Independent Chairman of the Board,VITR,investing
17290,Jeanette Christensen Jager,Independent Director,TELIA,investing
17291,Carolina Cucinelli,Director,BCU,investing
17292,Vesa Koskinen,Director,VITR,investing
17293,Ingrid Bonde,Independent Vice-Chair of the Board,TELIA,investing
17294,Petra Heinemann-Specht,Employee Representative Supervisory Board Member,ARLG,investing
17295,Marianne Johansson,Deputy Employee Representative Director,TELIA,investing
17296,Wendy J. Dorman,Independent Non-Executive Director,3IN,investing
17297,Jimmy Maymann,Independent Director,TELIA,investing
17298,Stephen P. O'Connor,Senior Independent Director,LSEG,investing
17299,Maria Cecilia La Manna,Independent Director,BCU,investing
17300,Rickard Gustafson,Independent Director,TELIA,investing
17301,Richard Peters,Independent Deputy Chairman of Supervisory Board,ARLG,investing
17302,Sehat Sutardja,Executive Director,AWE,investing
17303,Lars-Johan Jarnheimer,Independent Chair of the Board,TELIA,investing
17304,Valerie Rahmani,Non-Executive Director,LSEG,investing
17305,Emanuela Bonadiman,Independent Director,BCU,investing
17306,Arja Kovin,Deputy Employee Representative Director,TELIA,investing
17307,Christof von Dryander,Independent Member of the Supervisory Board,ARLG,investing
17308,Martin Saaf,Deputy Employee Representative Director,TELIA,investing
17309,John Lofton Holt,Executive Chairman,AWE,investing
17310,Angeline Afanoukoe,Head of Institution Relations & Director Representing Employees,NEXS,investing
17311,David A. Schwimmer,Group CEO & Executive Director,LSEG,investing
17312,Riccardo Stefanelli,CEO & Executive Director,BCU,investing
17313,Gavin Peter Griggs,CEO & Executive Director,XPP,investing
17314,Luisa Deplazes de Andrade Delgado,Director,TELIA,investing
17315,Sylvia Seignette,Independent Supervisory Board Member,ARLG,investing
17316,Rickard Wast,Director,TELIA,investing
17317,Donald Austin Robert,Independent Chairman,LSEG,investing
17318,Paolo Prandi,Chairman of the Board of Statutory Auditors,BCU,investing
17319,Oscar Eduardo Hasbun Martinez,Director,NEXS,investing
17320,Martin Folke Tiveus,Independent Director,TELIA,investing
17321,James Peters,Founder & Non-Executive Chairman,XPP,investing
17322,Agneta Ahlström,Employee Representative Director,TELIA,investing
17323,Rosalind Singleton,Independent Non-Executive Director,AWE,investing
17324,Elisabeth Talma Stheeman,Independent Supervisory Board Member,ARLG,investing
17325,Stefan Carlsson,Employee Representative Director,TELIA,investing
17326,Anne-Sophie Herelle,Director,NEXS,investing
17327,Alessandra Stabilini,Standing Auditor,BCU,investing
17328,Anna Olive Magdelene Manz,CFO & Director,LSEG,investing
17329,Nina Linander,Independent Director,TELIA,investing
17330,Rajeevan Mahadevan,Senior Vice President of Operations (Board Observer) & COO,AWE,investing
17331,Pauline Lafferty,Independent Non-Executive Director,XPP,investing
17332,Klaus Novatius,Employee Representative Deputy Chairman of the Supervisory Board,ARLG,investing
17333,Selma Alami,Director,NEXS,investing
17334,Giovanna Manfredi,Director,BCU,investing
17335,Kathleen Traynor DeRose,Independent Non-Executive Director,LSEG,investing
17336,Sylvie Jehanno,Independent Director,NEXS,investing
17337,Michelle Senecal de Fonseca,Independent Non-Executive Director,AWE,investing
17338,Marija G. Korsch,Independent Chairman of the Supervisory Board,ARLG,investing
17339,Polly Ann Williams,Independent Non-Executive Director,XPP,investing
17340,Stefano Domenicali,Independent Director,BCU,investing
17341,Jane Basson,Independent Director,NEXS,investing
17342,Jacques Alfred G. Aigrain,Non-Executive Director,LSEG,investing
17343,Jan Lehmann,Member of the Supervisory Board,ARLG,investing
17344,Terence Twigger,Senior Independent Non-Executive Director,XPP,investing
17345,Victoria M. Hull,Independent Non-Executive Director,AWE,investing
17346,Martin Schaller,Independent First Deputy Chairman of the Supervisory Board,RBIV,investing
17347,Luca Lisandroni,CEO & Executive Director,BCU,investing
17348,Bjørn Erik Nyborg,Director Representing Employees,NEXS,investing
17349,Cressida Mary Hogg,Senior Independent Director,LSEG,investing
17350,Andy Sng,Executive VP of Asia & Executive Director,XPP,investing
17351,Paul Boudre,Independent Non-Executive Director,AWE,investing
17352,Gerardo Longobardi,Standing Auditor,BCU,investing
17353,Marc Grynberg,Independent Director,NEXS,investing
17354,Erwin Hameseder,Independent Chairman of the Supervisory Board,RBIV,investing
17355,Tsega Gebreyes,Independent Non-Executive Director,LSEG,investing
17356,Heinrich Schaller,Independent Second Deputy Chairman of the Supervisory Board,RBIV,investing
17357,Anne Lebel,Lead Independent Director,NEXS,investing
17358,Tony Pialis,"President, CEO & Director",AWE,investing
17359,Peter Anzeletti-Reikl,"Independent Member of Supervisory Board, Delegated by the Staff Council",RBIV,investing
17360,Camilla Cucinelli,Director,BCU,investing
17361,Helge Rechberger,"Independent Member of Supervisory Board, Delegated by the Staff Council",RBIV,investing
17362,Martin J. Brand,Non-Executive Director,LSEG,investing
17363,Kathleen Wantz-O’Rourke,Independent Director,NEXS,investing
17364,Natalie Egger-Grunicke,Independent Supervisory Board Member - Delegated by the Staff Council,RBIV,investing
17365,Anders C. Moberg,Independent Chairman,BMAX,investing
17366,Susan L. Buttsworth,Independent Non-Executive Director,AWE,investing
17367,Klaus Buchleitner,Independent Supervisory Board Member,RBIV,investing
17368,Rudolf Kortenhof,"Independent Member of Supervisory Board, Delegated by the Staff Council",RBIV,investing
17369,Jean Mouton,Independent Chairman of the Board of Directors,NEXS,investing
17370,Douglas Mark Steenland,Non-Executive Director,LSEG,investing
17371,Helmut Tacho,Member of Advisory Council,RBIV,investing
17372,Jonathan Rogers,Senior Vice President of Engineering (Board Observer),AWE,investing
17373,Susanne Unger,"Independent Member of Supervisory Board, Delegated by the Staff Council",RBIV,investing
17374,Daniel Muhlbach,Independent Director,BMAX,investing
17375,Eva Eberhartinger,Independent Supervisory Board Member,RBIV,investing
17376,Andronicus Mariano Luksic Craig,Director,NEXS,investing
17377,Rudolf Könighofer,Independent Supervisory Board Member,RBIV,investing
17378,Ashok Valiram Vaswani,Independent Non-Executive Director,LSEG,investing
17379,Jan Magnus Frykhammar,Senior Independent Non-Executive Director,AWE,investing
17380,Peter Gauper,Independent Supervisory Board Member,RBIV,investing
17381,Kjersti Helen Krokeide Hobol,Director,BMAX,investing
17382,Erwin Tinhof,Member of Advisory Council,RBIV,investing
17383,Hubert Porte,Independent Director,NEXS,investing
17384,Erin Christie Brown,Non-Executive Director,LSEG,investing
17385,Robert Lutschounig,Member of Advisory Council,RBIV,investing
17386,Gebhard Muster,"Independent Member of Supervisory Board, Delegated by the Staff Council",RBIV,investing
17387,Michael Misslinger,Deputy Chairman of the Advisory Council,RBIV,investing
17388,Jose Francisco Perez Mackenna,Director,NEXS,investing
17389,Lars Ljungalv,Director,BMAX,investing
17390,Wilfried Hopfner,Independent Supervisory Board Member,RBIV,investing
17391,Heinz Konrad,Independent Supervisory Board Member,RBIV,investing
17392,Laura Bernardelli,Censor,NEXS,investing
17393,Volkmar Angermeier,Chairman of the Advisory Council?,RBIV,investing
17394,Bettina Cramm,Employees Representative Director,AXAF,investing
17395,Andreas Elgaard,Director,BMAX,investing
17396,Andreas Dorner,Member of the Advisory Council,RBIV,investing
17397,Helen Browne,Group General Counsel & Employee Representative Director,AXAF,investing
17398,Andrea Gaal,Independent Supervisory Board Member,RBIV,investing
17399,Rachel Duan,Independent Director,AXAF,investing
17400,Catarina Fagerholm,Director,BMAX,investing
17401,Denis Pierre Marie Duverne,Chairman of the Board,AXAF,investing
17402,Sebastian Schönbuchner,Member of Advisory Council,RBIV,investing
17403,Ramon Eugene de Oliveira-Cezar,Director,AXAF,investing
17404,Birgit Noggler,Independent Supervisory Board Member,RBIV,investing
17405,Thomas Buberl,CEO & Director,AXAF,investing
17406,Wilfried Thoma,Member of Advisory Council,RBIV,investing
17407,Jean-Denis Talon,Chairman of AXA Canada Operations,AXAF,investing
17408,Thomas Matejka,Deputy Chairman of Supervisory Board,RBIV,investing
17409,Isabel Frances Hudson,Independent Director,AXAF,investing
17410,Gunilla Spongh,Independent Director,BMAX,investing
17411,Reinhard Mayr,Independent Supervisory Board Member,RBIV,investing
17412,Angelien G. Z. Kemna,Independent Director,AXAF,investing
17413,Michael John Kirby,Director of Alternative Multi-Manager Master Fund,AXAF,investing
17414,Claude Bébéar,Honorary Chairman,AXAF,investing
17415,Tony Cherbonnel,Employee Representative Member of the Supervisory Board,TRIA,investing
17416,Antoine Gosset-Grainville,Independent Director,AXAF,investing
17417,Roger B. Fradin,Chairman of Homes & Global Distribution Business,HON,investing
17418,Ramon Fernandez,Independent Director,AXAF,investing
17419,Darius E. Adamczyk,Chairman of the Board & CEO,HON,investing
17420,Robin L. Washington,Independent Director,HON,investing
17421,Guillaume M.J.D Faury,Independent Director,AXAF,investing
17422,Euan William Marshall,CFO & Director,CMCX,investing
17423,Grace D. Lieblein,Independent Director,HON,investing
17424,Marie-France Tschudin,Independent Director,AXAF,investing
17425,Duncan B. Angove,Independent Director,HON,investing
17426,Jean Ducroux,Independent Director,TRIA,investing
17427,Judd A. Gregg,Independent Director,HON,investing
17428,Clotilde Delbos,Independent Director,AXAF,investing
17429,Deborah Ale Flint,Independent Director,HON,investing
17430,Patricia Marie Marguerite Barbizet,Independent Director,AXAF,investing
17431,Raymond T. Odierno,Independent Director,HON,investing
17432,André François-Poncet,Independent Director,AXAF,investing
17433,D. Scott Davis,Independent Lead Director,HON,investing
17434,Jean-Pierre Clamadieu,Senior Independent Director,AXAF,investing
17435,George Paz,Independent Director,HON,investing
17436,Martine Bièvre,Employees Representative Director,AXAF,investing
17437,William S. Ayer,Independent Director,HON,investing
17438,Marco Morelli,Executive Chairman of AXA Investment Managers,AXAF,investing
17439,Jean-Luc Gérard,Independent Member of the Supervisory Board,TRIA,investing
17440,Peter Andrew Cruddas,"Founder, CEO & Executive Director",CMCX,investing
17441,Kevin G. Burke,Independent Director,HON,investing
17442,Michel Roucart,Independent Director,TRIA,investing
17443,Matthew David Lewis,Head of Asia Pacific & Canada and Director,CMCX,investing
17444,Alice Cavalier Feuillet,Chairman of the Supervisory Board,TRIA,investing
17445,David Fineberg,"Group Commercial Director, Executive Director & Deputy CEO",CMCX,investing
17446,Marie-Hélène Feuillet,Member of the Management Board,TRIA,investing
17447,David Ernest Woods,Senior Independent Director,MUT,investing
17448,Michel Freiche,MD & Member of the Management Board,TRIA,investing
17449,James Richards,Independent Chairman,CMCX,investing
17450,Jean Park,Independent Non-Executive Director,MUT,investing
17451,Guido Carissimo,Independent Member of the Supervisory Board,TRIA,investing
17452,Paulo Cardoso Correia da Mota Pinto,Member of the Fiscal Board,NOS,investing
17453,Andrew David Martin,Independent Non-Executive Chairman,ITRK,investing
17454,Sarah Lucy Ing,Independent Non-Executive Director,CMCX,investing
17455,Donald A. J. Cameron,Non-Executive Director,MUT,investing
17456,Paul Stephen Matthews,Independent Non-Executive Director,QLT,investing
17457,Graham Denis Allan,Senior Independent Non-Executive Director,ITRK,investing
17458,Andre Pierre Joseph Lacroix,CEO & Director,ITRK,investing
17459,Paul P. Wainscott,Senior Independent Director,CMCX,investing
17460,Séverine Soummer Feuillet,Vice-Chair of the Supervisory Board,TRIA,investing
17461,Tamara Ingram,Independent Non-Executive Director,ITRK,investing
17462,Lorena Solange Fernandes da Silva Fernandes,Independent Non-Executive Director,NOS,investing
17463,Christopher John Loraine Samuel,Independent Non Executive Director,QLT,investing
17464,Neil Anthony Honebon,Chairman,MUT,investing
17465,Lynda M. Clarizio,Independent Non-Executive Director,ITRK,investing
17466,Gill Ann Rider,Independent Non-Executive Director,ITRK,investing
17467,Anne L. Stevens,Independent Non-Executive Director,HBR,investing
17468,Clare Leslie Salmon,Independent Non-Executive Director,CMCX,investing
17469,Neil Rogan,Chairman of the Board,MUT,investing
17470,Cristina Maria de Jesus Marques,Non-Executive Director,NOS,investing
17471,Gurnek Bains,Independent Non-Executive Director,ITRK,investing
17472,Moira Kilcoyne,Independent Non-Executive Director,QLT,investing
17473,Jean-Michel Valette,Independent Non-Executive Director,ITRK,investing
17474,Alan M. Ferguson,Independent Non-Executive Director,HBR,investing
17475,Jonathan Timmis,CFO & Executive Director,ITRK,investing
17476,Tazim Essani,Independent Non-Executive Director,QLT,investing
17477,Nandita Sahgal Tully,Independent Non-Executive Director,MUT,investing
17478,Filipa Santos Carvalho,Executive Director,NOS,investing
17479,Richard J. Woodman,CFO & Director,PAGPA,investing
17480,Alexander Krane,CFO & Director,HBR,investing
17481,Eui-Sun Chung,Executive Chairman,0538q,investing
17482,Timothy James Breedon,Independent Non-Executive Director,QLT,investing
17483,Peter Anthony Hill,Non-Executive Director,PAGPA,investing
17484,Jose Carvalho de Freitas,Independent Non Executive Director,NOS,investing
17485,Michael William Balfour,Independent Non Executive Director,MUT,investing
17486,David Kelly,Independent Non Executive Director,RCH,investing
17487,Simon Peter Henry,Senior Independent Non-Executive Director,HBR,investing
17488,Gang Hyun Seo,EVP & Director,0538q,investing
17489,George M. Reid,Independent Non-Executive Director,QLT,investing
17490,Fiona Jane Clutterbuck,Independent Chairman,PAGPA,investing
17491,Patricia A. Bastos Teixeira Lopes Couto Viana,Member of the Fiscal Board,NOS,investing
17492,Olivia Streatfeild,Independent Non-Executive Director,RCH,investing
17493,Merryn R. Somerset Webb,Non-Executive Director,MUT,investing
17494,Ruth Markland,Senior Independent Director,QLT,investing
17495,Andrew Hopwood,Independent Non-Executive Director,HBR,investing
17496,Sang-Seung Yi,Independent Outside Director,0538q,investing
17497,Jose Pereira Alves,Chairman of the Fiscal Board,NOS,investing
17498,Alison C. M. Morris,Non-Executive Director,PAGPA,investing
17499,Chi-Won Yoon,Independent Outside Director,0538q,investing
17500,Paul William Feeney,CEO & Director,QLT,investing
17501,Anne Marie Cannon,Independent Non-Executive Director,HBR,investing
17502,Luis Moutinho do Nascimento,Executive Director,NOS,investing
17503,Steve Hatch,Independent Non-Executive Director,RCH,investing
17504,Wolfgang Schussel,Independent Director,LKOH,investing
17505,Hendrika W. P. M. A. Verhagen,Independent Director,RXL,investing
17506,Nigel S. Terrington,Chief Executive & Director,PAGPA,investing
17507,Dal Hoon Shim,Independent Director,0538q,investing
17508,Glyn Parry Jones,Independent Non-Executive Chairman,QLT,investing
17509,Margareth Ovrum,Independent Non-Executive Director,HBR,investing
17510,Maria Claudia Teixeira de Azevedo,Non-Executive Director,NOS,investing
17511,Brigitte Cantaloube,Independent Director,RXL,investing
17512,Helen Claire Stevenson,Senior Independent Director,RCH,investing
17513,Pavel Mikhailovich Teplukhin,Independent Director,LKOH,investing
17514,Hugo Richard Tudor,Senior Independent Director,PAGPA,investing
17515,Sergei D. Shatalov,Independent Director,LKOH,investing
17516,Byung-Kook Lee,Independent Outside Director,0538q,investing
17517,Phil Kirk,President & CEO of Europe and Director,HBR,investing
17518,Rosemary Harris,Independent Non-Executive Director,QLT,investing
17519,Boris N. Porfirev,Independent Director,LKOH,investing
17520,Daniel Lopes Beato,Executive Director,NOS,investing
17521,Anne Bulford,Independent Non-Executive Director,RCH,investing
17522,Lyubov Nikolaevna Khoba,Non-Executive Director,LKOH,investing
17523,Graeme H. Yorston,Independent Non-Executive Director,PAGPA,investing
17524,Toby Trister Gati,Independent Director,LKOH,investing
17525,Francois Auque,Independent Director,RXL,investing
17526,You-Jae Yi,Independent Outside Director,0538q,investing
17527,Roger Llewelyn Munnings,Independent Director,LKOH,investing
17528,Linda Zarda Cook,CEO & Director,HBR,investing
17529,Ravil Ulfatovich Maganov,Chairman of the Board,LKOH,investing
17530,Nicholas Edward Tucker Prettejohn,Independent Chairman,RCH,investing
17531,Mark Oscar Satchel,CFO & Director,QLT,investing
17532,Vagit Usufovich Alekperov,"CEO, President, Executive Director & Chairman of Management Committee",LKOH,investing
17533,Manuel Antonio-Neto-Portugal-Ramalho Eanes,Executive Director,NOS,investing
17534,Barbara A. Ridpath,Independent Non-Executive Director,PAGPA,investing
17535,Victor V. Blazheev,Independent Vice Chairman,LKOH,investing
17536,Maria Del Camen Richter,Independent Director,RXL,investing
17537,Leonid Arnoldovich Fedun,"Head of Climate Change, VP of Strategic Development & Executive Director",LKOH,investing
17538,James Mullen,CEO & Executive Director,RCH,investing
17539,Eun-Soo Choi,Independent Director,0538q,investing
17540,Robert Blair Thomas,Chairman,HBR,investing
17541,Ana Rita Ferreira Rodrigues Cernadas,Non-Executive Director,NOS,investing
17542,Margret Klein-Magar,"Deputy Chairperson of Supervisory Board, VP & Head of SAP Alumni Relations",SAPG,investing
17543,Bernard Liautaud,Independent Member of Supervisory Board,SAPG,investing
17544,Monika Kovachka-Dimitrova,Member of Supervisory Board & Chief Project Expert Development,SAPG,investing
17545,Simon Fuller,CFO & Director,RCH,investing
17546,Elen Phillips,Independent Director,RXL,investing
17547,Christine Regitz,"VP of User Experience, Chief Product Expert & Member of Supervisory Board",SAPG,investing
17548,Dong-Kyu Lee,Independent Outside Director,0538q,investing
17549,Joao Pedro Magalhaes da Silva Torres Dolores,Non-Executive Director,NOS,investing
17550,G. Steven Farris,Non-Executive Director,HBR,investing
17551,Lars Lamade,Head of Global Sponsorships & Member of Supervisory Board,SAPG,investing
17552,Barry Panayi,Non-Executive Director,RCH,investing
17553,Jaehoon Chang,"President, CEO & Director",0538q,investing
17554,Toni Killebrew,Employee Representative Director,RXL,investing
17555,Gesche Joost,Independent Member of Supervisory Board,SAPG,investing
17556,Angelo Gabriel Ribeirinho dos Santos Pauperio,Chairman of the Board,NOS,investing
17557,Ji Yun Lee,Independent Director,0538q,investing
17558,Aicha S. Evans,Independent Member of Supervisory Board,SAPG,investing
17559,Ian K. Meakins,Independent Non-Executive Chairman of the Board,RXL,investing
17560,Catarina Eufemia Amorim da Luz Tavira Van-Dunem,Non-Executive Director,NOS,investing
17561,Gunnar Wiedenfels,Independent Member of Supervisory Board,SAPG,investing
17562,Eon Tae Ha,VP & Executive Director,0538q,investing
17563,Hasso C. Plattner,Co-Founder & Independent Chairman of the Supervisory Board,SAPG,investing
17564,Joaquim Francisco Alves Ferreira de Oliveira,Non-Executive Director,NOS,investing
17565,Marcus Alexanderson,Non-Independent Director,RXL,investing
17566,Mong-Koo Chung,Honorary Chairman,0538q,investing
17567,Heike Steck,Member of Supervisory Board & Senior Operations Manager,SAPG,investing
17568,Friederike Rotsch,Independent Member of Supervisory Board,SAPG,investing
17569,Rouven Westphal,Member of Supervisory Board,SAPG,investing
17570,Gerhard Oswald,Independent Member of Supervisory Board,SAPG,investing
17571,Antonio Bernardo Aranha da Gama Lobo Xavier,Non-Executive Director,NOS,investing
17572,Julien Bonnel,Employee Representative Director,RXL,investing
17573,Ralf Zeiger,Member of Supervisory Board,SAPG,investing
17574,Sang Hyun Kim,"CFO, Head of Finance & Accounting Division & Director",0538q,investing
17575,James Wright,Member of Supervisory Board and Quality Manager UK & Ireland,SAPG,investing
17576,Manuela Asche Holstein,Member of Supervisory Board,SAPG,investing
17577,Qi Lu,Member of the Supervisory Board,SAPG,investing
17578,Jose Pedro Faria Pereira da Costa,"CFO, VP & Executive Director",NOS,investing
17579,Peter Lengler,Member of Supervisory Board & Value Advisor Expert,SAPG,investing
